iter	Logloss
124	0.0007056298256
125	0.0006986145973
126	0.0006958320141
127	0.0006930907965
128	0.0006864449978
129	0.0006838901639
130	0.0006772329807
131	0.0006707611084
132	0.0006643743515
133	0.0006620486975
134	0.0006598287821
135	0.000653716445
136	0.00064759624
137	0.0006418195963
138	0.0006396722794
139	0.0006339518428
140	0.0006282730103
141	0.0006262766123
142	0.0006207786798
143	0.0006155306101
144	0.0006102639437
145	0.0006050338745
146	0.0006030733585
147	0.0005980887413
148	0.0005931330919
149	0.0005914398432
150	0.0005896462202
151	0.0005848755836
152	0.0005801047087
153	0.0005782290697
154	0.0005736780167
155	0.0005691840053
156	0.0005646924973
157	0.0005602937341
158	0.0005560783744
159	0.0005545560718
160	0.0005528534055
161	0.000548530817
162	0.00054697752
163	0.0005429820418
164	0.0005413920879
165	0.0005375040174
166	0.0005336115956
167	0.000532114923
168	0.0005305780768
169	0.0005292344689
170	0.0005278858542
171	0.0005240343213
172	0.0005202770233
173	0.0005189288855
174	0.0005176376104
175	0.0005139966011
176	0.0005127298832
177	0.0005115212798
178	0.0005103317499
179	0.0005067173243
180	0.0005056307316
181	0.0005020813942
182	0.00050090307
183	0.0004997825623
184	0.0004963679314
185	0.000495290339
186	0.0004942114949
187	0.0004908391535
188	0.0004898207784
189	0.0004864468575
190	0.0004855370224
191	0.0004846706688
192	0.0004836717248
193	0.0004804521203
194	0.0004772252142
195	0.000473760277
196	0.0004707651138
197	0.0004697899818
198	0.0004689337611
199	0.0004658148885
200	0.0004649245143
201	0.0004640644789
202	0.0004631931782
203	0.0004603215456
204	0.0004572376013
205	0.0004543449581
206	0.0004514589012
207	0.0004485694766
208	0.0004457147121
209	0.0004429891109
210	0.0004402071536
211	0.0004375955462
212	0.0004351989329
213	0.0004327325225
214	0.000430164665
215	0.0004277861416
216	0.0004254084826
217	0.0004231565893
218	0.0004209187031
219	0.0004187676907
220	0.0004166097641
221	0.0004145804048
222	0.0004124297798
223	0.0004104886055
224	0.0004084132314
225	0.0004065358639
226	0.000404617101
227	0.0004046286643
228	0.0004028461576
229	0.0004009649158
230	0.0003992807269
231	0.0003975285292
232	0.0003966718316
233	0.0003949842453
234	0.0003938283324
235	0.000392208606
236	0.0003904767334
237	0.0003897778988
238	0.0003882696629
239	0.0003875552714
240	0.0003859437704
241	0.0003844127655
242	0.0003840539753
243	0.0003825537562
244	0.0003811881244
245	0.0003797268867
246	0.0003791702986
247	0.0003785093427
248	0.0003779509962
249	0.0003773270845
250	0.0003766040504
251	0.0003761008978
252	0.000375687331
253	0.0003751333654
254	0.0003745801449
255	0.0003739725351
256	0.0003735989928
257	0.0003735845089
258	0.0003732799292
259	0.00037282601
260	0.0003723056912
261	0.0003717833757
262	0.0003714547157
263	0.000371029377
264	0.0003705871105
265	0.0003702431917
266	0.0003697633743
267	0.0003692955375
268	0.0003687954545
269	0.0003683347702
270	0.0003683264852
271	0.0003678992391
272	0.000367687881
273	0.0003675052524
274	0.0003652042747
275	0.0003630279899
276	0.0003626638651
277	0.0003622985482
278	0.0003618049324
279	0.000361366421
280	0.0003611316085
281	0.0003607605994
282	0.0003586261272
283	0.0003585140705
284	0.0003581247926
285	0.000357812047
286	0.0003574584126
287	0.0003553483486
288	0.0003532238007
289	0.0003519769609
290	0.0003516347408
291	0.0003495807052
292	0.0003491409421
293	0.00034893924
294	0.0003489438295
295	0.0003487179875
296	0.0003483869433
297	0.0003464232385
298	0.0003444057107
299	0.0003441823423
300	0.0003439729512
301	0.0003435983956
302	0.000343226999
303	0.0003428372741
304	0.0003425144553
305	0.0003421296775
306	0.0003401134908
307	0.00033904773
308	0.0003386777639
309	0.0003383870423
310	0.000338044107
311	0.0003377240896
312	0.0003374047279
313	0.0003370814621
314	0.0003351686597
315	0.0003350351155
316	0.0003346704543
317	0.0003327435851
318	0.000330914855
319	0.0003306728899
320	0.000330352664
321	0.0003300996721
322	0.000329849422
323	0.0003295440078
324	0.0003276698589
325	0.0003274776042
326	0.0003271620572
327	0.0003268962204
328	0.0003250222802
329	0.0003248393536
330	0.0003245347142
331	0.0003241709769
332	0.0003238781095
333	0.0003220919967
334	0.0003218209147
335	0.0003216199279
336	0.0003213316202
337	0.0003195722103
338	0.0003193479776
339	0.0003175999224
340	0.0003172653317
341	0.0003155736923
342	0.0003139154017
343	0.0003123006225
344	0.0003120575547
345	0.0003119677901
346	0.000311974287
347	0.0003117518425
348	0.0003115052581
349	0.0003115052581
350	0.0003115052581
351	0.0003113440871
352	0.0003110379577
353	0.0003107494414
354	0.0003105184734
355	0.0003102462292
356	0.000308580339
357	0.0003085809648
358	0.0003083482385
359	0.0003081368804
360	0.0003078668714
361	0.0003078278303
362	0.0003075786233
363	0.0003073459864
364	0.0003057638705
365	0.000305547148
366	0.0003052458465
367	0.0003050871491
368	0.0003050685525
369	0.0003035159111
370	0.0003032993972
371	0.0003017629981
372	0.000301520735
373	0.0003013712764
374	0.0003011764288
375	0.0003009366691
376	0.0003007164598
377	0.0003005207479
378	0.0002990748882
379	0.000298815906
380	0.0002972447872
381	0.0002970983982
382	0.0002956334054
383	0.0002956261933
384	0.0002954372764
385	0.0002952024341
386	0.000293743223
387	0.0002935605645
388	0.0002933074832
389	0.000293183744
390	0.0002917831242
391	0.0002915727496
392	0.00029143399
393	0.0002899192572
394	0.0002897262573
395	0.0002882832289
396	0.0002869049311
397	0.0002866930962
398	0.0002864380479
399	0.000286257416
400	0.0002860988975
401	0.0002859278023
402	0.0002857542634
403	0.0002844363153
404	0.0002842261195
405	0.0002829421163
406	0.0002826786637
407	0.0002824906111
408	0.0002823392749
409	0.0002809590101
410	0.0002808507681
411	0.0002806869149
412	0.0002805158496
413	0.0002791791558
414	0.0002790759802
415	0.0002789463401
416	0.0002787829041
417	0.0002786162198
418	0.0002776405215
419	0.0002774957418
420	0.0002774025798
421	0.0002772654593
422	0.0002770528495
423	0.0002757472992
424	0.000274499625
425	0.000274345696
426	0.0002743434608
427	0.0002730903029
428	0.0002722389102
429	0.0002721002698
430	0.0002719410062
431	0.0002708829045
432	0.0002706801891
433	0.0002705444992
434	0.0002692863941
435	0.0002691778839
436	0.0002690015733
437	0.0002688919008
438	0.0002687442601
439	0.0002685616016
440	0.000268418014
441	0.0002675645947
442	0.0002674049735
443	0.0002672885656
444	0.0002660483122
445	0.0002660486102
446	0.0002659036815
447	0.0002647298276
448	0.0002647235394
449	0.0002647335529
450	0.0002645758986
451	0.0002645653486
452	0.0002643887997
453	0.0002643820643
454	0.0002642849088
455	0.0002641148567
456	0.0002629275322
457	0.0002627806664
458	0.0002616264224
459	0.0002614895105
460	0.0002603820562
461	0.0002602954805
462	0.0002602934837
463	0.0002601783872
464	0.0002599930763
465	0.0002588390112
466	0.0002586881518
467	0.0002585741878
468	0.0002585780025
469	0.0002584912777
470	0.0002583194077
471	0.0002582511902
472	0.000257121712
473	0.0002563571036
474	0.0002552404702
475	0.0002552492023
476	0.0002551654875
477	0.0002551692724
478	0.00025511235
479	0.0002549418211
480	0.0002548128963
481	0.0002547168732
482	0.0002547194362
483	0.0002547031045
484	0.0002545940578
485	0.0002534601986
486	0.0002527329326
487	0.0002516437173
488	0.0002509270608
489	0.0002507965565
490	0.0002507908642
491	0.0002508021295
492	0.0002506687939
493	0.0002505179346
494	0.0002503620386
495	0.0002503659129
496	0.0002502358854
497	0.0002502257228
498	0.0002501778901
499	0.0002501775026
